Document ID,Terms
41,"['wont', 'right', 'word', 'tried', 'thing', 'mmmmmmmm', 'shut', 'would', 'hurt', 'fell', 'forgot', 'repeating', 'blind', 'spent', 'soak', 'sight', 'every', 'light', 'dream', 'didnt', 'turn', 'crossed', 'reliving', 'never', 'knew', 'spend', 'ooooooooooooooh', 'time', 'miss', 'house', 'night', 'way', 'oooooooooh']"
42,"['winndixie', 'remind', 'right', 'bootylicious', 'lovejoy', 'lounge', 'big', 'tippytoes', 'call', 'dj', 'work', 'flame', 'day', 'stand', 'thats', 'turn', 'comin', 'shes', 'georgia', 'ballerina', 'twerk', 'krit', 'tonight', 'interlude', 'swamp', 'building', 'showtime', 'time', 'izzo', 'blue', 'dance', 'night', 'way']"
43,"['clear', 'bring', 'cardinal', 'get', 'used', 'hold', 'highway', 'traffic', 'anyway', 'sky', 'yeah', 'would', 'slipped', 'world', 'overcast', 'day', 'gentle', 'open', 'new', 'come', 'bluejays', 'cause', 'free', 'goat', 'mouth', 'something', 'past', 'apple', 'fly', 'hiding', 'unreplaceble', 'every', 'everything', 'fatten', 'without', 'baseball', 'theyre', 'watch', 'star', 'play', 'pit', 'tree', 'sing', 'couldnt', 'bull', 'travel', 'walk', 'way', 'sheen', 'mountain']"
44,"['instrumental', 'like', 'mind', 'exist', 'go', 'trust', 'creating', 'happen', 'always', 'radio', 'truth', 'please', 'decide', 'place', 'falling', '絶対未解決事件化', '最大革命家玉砕死2xxx', 'somewhere', 'one', 'get', 'whether', 'finally', 'want', 'must', 'na', 'good', 'know', 'say', 'eaten', 'wrong', 'moving', 'keep', 'soon', 'anymore', 'request', 'tell', 'run', 'start', '今じゃwe', 'within', 'fool', 'even', '大予言の意味さえもない', 'alright', 'story', 'match', 'best', 'believe', 'cant', 'god', 'already', 'fade', 'see', 'looking', 'world', 'day', 'bad', '有耶無耶の真相心理', 'pleases', 'take', 'first', '全世界支配者到来', 'theyll', 'turn', 'who', 'politician', 'u', 'defy', 'way', '何度も経験を積んだ僕の為に思い出を掴んでいくから', 'meaning', 'right', 'dont', 'boom', 'disposed', '大事件不完全燃焼', 'whole', 'aim', 'live', 'new', 'die', 'controlled', 'heart', 'needed', 'gon', 'achieve', 'nobody', 'away', '最後の運命なんて関係ないって言いたくて心から掻き消せる日まで', 'whatever', 'somehow', 'arent', '年は終了', 'youll', 'cop', 'whats', 'wise']"
45,"['clear', 'wont', 'right', 'dont', 'like', 'make', 'la', 'btw', 'thing', 'fooled', 'touched', 'looking', 'would', 'letter', 'fell', 'know', 'seem', 'missed', 'untitled', 'sorry', 'heart', 'cold', 'youd', 'gave', 'thought', 'think', 'wrote', 'remember', 'left', 'suis', 'lune', 'never', 'song', 'much', 'reached', 'youre', 'mixtape', 'way', 'cried', 'said']"
46,"['clear', 'wont', 'right', 'dont', 'like', 'make', 'la', 'btw', 'thing', 'fooled', 'touched', 'looking', 'would', 'letter', 'fell', 'know', 'seem', 'missed', 'untitled', 'sorry', 'heart', 'cold', 'youd', 'gave', 'thought', 'think', 'wrote', 'remember', 'left', 'suis', 'lune', 'never', 'song', 'much', 'reached', 'youre', 'mixtape', 'way', 'cried', 'said']"
47,"['c', 'street', 'good', 'yeah', 'oh', 'little', 'favorite', 'boy', 'thats', 'cookie', 'apple', 'ummummummummumm', 'sesame', 'eats', 'start', 'monster', 'song', 'band', 'enough']"
48,"['c', 'street', 'muppets', 'good', 'yeah', 'oh', 'little', 'favorite', 'boy', 'thats', 'cookie', 'apple', 'muppet', 'ummummummummumm', 'sesame', 'eats', 'start', 'monster', 'song', 'band', 'enough']"
49,"['start', 'monster', 'good', 'yeah', 'oh', 'little', 'apple', 'band', 'c', 'enough', 'boy', 'ummummummummumm', 'thats', 'cookie', 'eats']"
50,"['one', 'let', 'like', 'c', 'look', 'cant', 'thing', 'also', 'street', 'eat', 'donut', 'moon', 'good', 'yeah', 'oh', 'letter', 'bite', 'hey', 'boy', 'thats', 'know', 'cookie', 'sometimes', 'think', 'sesame', 'start', 'enough', 'round', 'care', 'ah']"
51,"['start', 'monster', 'good', 'yeah', 'friend', 'oh', 'little', 'apple', 'band', 'c', 'street', 'enough', 'boy', 'ummummummummumm', 'sesame', 'thats', 'cookie', 'eats']"
52,"['escravidão', 'luta', 'nosso', 'encanto', 'feiticeiras', 'liberdade', 'mito', 'florescendo', 'do', 'persistiu', 'seduzindo', 'negras', 'ideias', 'louvação', 'espelho', 'odoyá', 'proteção', 'saluba', 'história', 'saga', 'seus', 'mundo', 'xi', 'quinho', 'áfrica', 'faz', 'aportada', 'na', 'justiça', 'criação', 'oxum', 'iemanjá', 'soberanas', 'pra', 'à', 'vida', 'de', 'eparrey', 'meus', 'realeza', 'ancestrais', 'ventre', 'e', 'mães', 'tempo', 'salgueiro', 'oraieiê', 'bahia', 'dona', 'nanã', 'bravura', 'santo', 'tradição', 'candances', 'novos', 'oyá', 'obá', 'senhoras', 'candaces', 'fé', 'raiz', 'novo', 'em', 'veias', 'da', 'destino', 'berço', 'suor', 'chão', 'beleza', 'samba', 'guerreiras', 'pedem', 'eternidade', 'nesse', 'traz', 'alforria', 'canto', 'axé', 'magestosa', 'mulheres', 'reflete', 'rainhas']"
53,"['room', 'woooooa', 'atwo', 'brian', 'like', 'practicing', 'mouse', 'job', 'deuce', 'big', 'show', 'go', 'hoo', 'girl', 'yeah', 'midst', 'little', 'oh', 'gone', 'honey', 'open', 'ooo', 'boy', 'two', 'upcoming', 'going', 'guy', 'put', 'im', 'hi', 'place', 'doin', 'mono', 'anybody', 'session', 'youve', 'really', 'song', 'usa', 'ballad', 'youre', 'daddy', 'critical', 'shut', 'love', 'one', 'cruised', 'sharper', 'morning', 'al', 'okay', 'cassius', 'took', 'bragging', 'along', 'ahh', 'na', 'real', 'sonny', 'wilson', 'squeak', 'ha', 'buddy', 'stay', 'ending', 'man', 'scene', 'surfing', 'know', 'thats', 'promise', 'mike', 'say', 'mean', 'surfin', 'v', 'think', 'woo', 'tell', 'star', 'start', 'could', 'joke', 'fun', 'typical', 'nose', 'listen', 'car', 'practice', 'feud', 'alright', 'got', 'beach', 'doesnt', 'carl', 'trying', 'ahhhhh', 'early', 'ooooo', 'look', 'ought', 'sings', '2', 'least', 'three', 'complains', 'oooooo', 'ohhh', 'tbird', 'hey', 'come', 'farmer', 'mouth', 'woooo', 'list', 'weekend', 'take', 'kind', 'break', 'sound', 'tach', 'mile', 'arguing', 'dowuh', 'u', 'throat', 'time', 'voice', 'way', 'cool', 'babe', 'dont', 'let', 'everybodys', 'hold', 'pretty', 'showing', 'quit', 'well', 'safari', 'settled', 'starting', 'mickey', 'aint', 'uh', 'tough', 'wait', 'vol', 'fast', 'minute', 'preparing', 'sore', 'hit', 'opera', 'gon', 'singing', 'learning', 'nobody', 'talking', 'coming', 'away', 'long', 'aone', 'out', 'mother', 'surfer', 'ahhh', 'whats', 'ah', 'coupe']"
54,"['room', 'brian', 'like', 'practicing', 'mouse', 'job', 'deuce', 'big', 'show', 'go', 'girl', 'yeah', 'midst', 'little', 'oh', 'gone', 'honey', 'open', 'boy', 'two', 'upcoming', 'going', 'guy', 'put', 'im', 'hi', 'place', 'doin', 'anybody', 'session', 'youve', 'really', 'song', 'usa', 'ballad', 'youre', 'daddy', 'critical', 'shut', 'love', 'one', 'cruised', 'atleast', 'sharper', 'morning', 'al', 'okay', 'cassius', 'took', 'bragging', 'along', 'na', 'real', 'sonny', 'wilson', 'squeak', 'buddy', 'stay', 'ending', 'man', 'scene', 'surfing', 'know', 'thats', 'promise', 'mike', 'say', 'mean', 'surfin', 'v', 'think', 'tell', 'star', 'start', 'could', 'joke', 'fun', 'typical', 'nose', 'listen', 'car', 'practice', 'feud', 'doubt', 'alright', 'got', 'beach', 'doesnt', 'carl', 'trying', 'early', 'look', 'ought', 'sings', 'least', 'three', 'complains', 'tbird', 'hey', 'come', 'farmer', 'mouth', 'list', 'weekend', 'take', 'kind', '2001', 'break', 'sound', 'tach', 'mile', 'arguing', 'u', 'throat', 'time', 'voice', 'way', 'remastered', 'cool', 'babe', 'dont', 'let', 'everybodys', 'hold', 'pretty', 'showing', 'quit', 'well', 'safari', 'settled', 'starting', 'mickey', 'aint', 'tough', 'wait', 'fast', 'minute', 'preparing', 'sore', 'opera', 'gon', 'singing', 'learning', 'wwe', 'nobody', 'talking', 'coming', 'away', 'long', 'out', 'mother', 'surfer', 'hit', 'whats', 'coupe']"
55,"['und', 'dann', 'sind', 'ja', 'e', 'nicht', 'für', 'mensch', 'da', 'wir', 'jürgens', 'irgendwann', 'zukunft', 'ein', 'zärtlich', 'auf', 'traum', 'den', 'sacht', 'dein', 'laß', 'ziel', 'der', 'heut', 'armen', 'live', 'vergebens', 'freunde', 'eine', 'un', 'paar', 'wenn', 'rest', 'die', 'fängt', 'liebe', 'ist', 'gehn', 'stunde', 'zu', 'deines', 'noch', 'ende', 'worte', 'unter', 'neu', 'heute', 'lebens', 'jetzt', 'laster', 'ab', 'liegen', 'beginnt', 'tag', 'von', 'lebe', 'bewacht', 'gläser', 'ob', 'heben', 'schau', 'nacht', 'wein', 'oder', 'diese', 'kein', 'menschen', 'udo', 'schenk', 'schaunn', 'sein', 'gedanken', 'um', 'champagnermedley', 'nie', 'mir']"
56,"['und', 'bildern', 'ließ', 'er', 'worten', 'da', 'mein', 'dargetan', 'hören', 'teuren', 'al', 'tenor', 'den', 'hab', 'offenbar', 'koopman', 'ton', 'bwv', 'vater', 'christ', 'taufe', 'menschenkinder', 'seine', 'diesem', 'höret', 'wohlgefallen', '7', 'vol', 'die', 'stimme', 'cantata', 'sprach', 'herr', 'ist', 'dy', 'angenommen', 'baroque', 'recitative', 'welt', 'blut', 'sohn', 'christi', 'nun', 'johann', 'gestalt', 'himmelsthron', 'nehmet', 'hat', 'sebastian', 'bach', 'unser', 'zum', 'fleisch', 'kam', 'mit', 'choir', 'orchestra', 'j', 'lehren', 'zugut', '11', 'klar', 'lieber', 'jordan', 'ich', 'vom', 'niedriger', 'euren', 'gott', 'hohen', 'heiland', 'der', 'gekommen', 'bei', 'amsterdam']"
57,"['like', 'big', 'piled', 'go', 'fall', 'yeah', 'oh', 'yes', 'careful', 'chocolate', 'bag', 'two', 'beth', 'going', 'put', 'cmon', 'im', 'york', 'matter', 'front', 'four', 'sleep', 'broadway', 'lock', 'youre', 'child', 'sing', 'one', 'get', 'denial', 'frick', 'musical', 'want', 'ugh', 'book', 'crazy', 'sydney', 'thats', 'newspaper', 'know', 'name', 'drawing', 'lay', 'door', 'loved', 'running', 'jacket', 'fun', 'alright', 'baryshnikov', 'look', 'cant', 'remembering', 'three', 'coat', 'day', 'asleep', 'ill', 'michael', 'paper', 'back', 'take', 'kid', 'cerveris', 'home', 'caption', 'writing', 'tomorrow', 'village', 'sleeping', 'voice', 'deep', 'dont', 'hook', 'uh', 'clueless', 'family', 'twenty', 'new', 'fast', 'minute', 'something', 'neglect', 'malone', 'umm', 'lucas', 'museum', 'basket', 'amazing', 'sec', 'mother', 'youll', 'whats', 'ah', 'said']"
58,"['runaway', 'full', 'wont', 'w', 'c', 'block', 'sealed', 'go', 'fall', 'screaming', 'curtain', 'sputtering', 'five', 'forever', 'change', 'insatiable', 'truth', 'year', 'every', 'end', 'lie', 'watch', 'left', 'four', 'calculation', 'tree', 'moral', 'there', 'much', 'fucking', 'shed', 'exit', 'ta', 'mess', 'attention', 'cover', 'eye', 'cross', 'brought', 'rolling', 'tear', 'contemplate', 'hand', 'wrong', 'maybe', 'v', 'keep', 'inside', 'countless', 'lose', 'didnt', 'manipulation', 'deception', 'washing', 'choose', 'predicated', 'got', 'forced', 'look', 'see', 'woe', 'move', 'ear', 'fate', 'basis', 'mighty', 'world', 'day', 'stop', 'sense', 'appetite', 'l', 'unseen', 'fear', 'still', 'obvious', 'r', 'turn', 'indefensible', 'blood', 'throat', 'u', 'way', 'excuse', 'forging', 'right', 'sorrow', 'made', 'floor', 'kept', 'live', 'careless', 'demand', 'bitter', 'plan', 'coming', 'train', 'dillinger', 'shame', 'road']"
59,"['hunger', 'like', 'torture', 'revealed', 'far', 'pacified', 'craves', 'demon', 'savage', 'praise', 'upon', 'calm', 'truth', 'slain', 'put', 'light', 'end', 'crown', 'watch', 'falling', 'tree', 'capcom', 'cry', 'stalker', 'conquer', 'life', 'righteous', 'innocent', 'make', 'quest', 'test', 'want', 'demise', 'existence', 'eye', 'rage', 'man', 'engage', 'sacred', 'tear', 'tool', 'follow', 'victim', 'judgment', 'stepping', 'inside', 'water', 'blessed', 'never', 'squeal', 'leaf', 'resolving', 'killing', 'team', 'passive', 'dwells', 'steel', 'become', 'see', 'crumbles', 'mist', 'proven', 'sky', 'second', 'law', 'justification', 'rest', 'battlefield', 'cause', 'chosen', 'killed', 'pure', 'satisfy', 'take', 'maimed', 'reap', 'sound', 'lifeless', 'dark', 'yearning', 'evil', 'seems', 'weed', 'corpse', 'stronger', 'madness', 'tomorrow', 'cure', 'blood', 'time', 'night', 'devil', 'forth', 'meaning', 'sorrow', 'gore', 'hatred', 'soul', 'grave', 'feel', 'limit', 'footstep', 'pleading', 'swallowed', 'vengeance', 'onward', 'live', 'kill', 'calling', 'green', 'pressure', 'suffer', 'passed', 'freedom', 'serve', 'ray', 'cryスタッフロール', 'father', 'midnight', 'bless', 'chance', 'power', 'justice', 'hear', 'black', 'reign', 'gift']"
60,"['aprisionei', 'fotografia', 'show', 'belo', 'divinal', 'sem', 'delirar', 'personagem', 'vezes', 'diga', 'quem', 'luz', 'palco', 'fotos', 'mudei', 'às', 'recordação', 'coração', 'desperta', 'magia', 'colo', 'irmão', 'eternizar', 'comunicação', 'sambista', 'mundo', 'emoção', 'carnaval', 'juntar', 'papel', 'vão', 'momentos', 'avenida', 'na', 'tijucana', 'que', 'click', 'fim', 'criação', 'artista', 'amor', 'o', 'cardeal', 'borel', 'fantasia', 'seu', 'mistério', 'azul', 'pra', 'flash', 'mim', 'à', 'vida', 'amarelo', 'estrelas', 'olhar', 'pelo', 'de', 'iremos', 'família', 'grandes', 'homem', 'ma', 'e', 'pára', 'emoldurei', 'reluz', 'é', 'dor', 'consagrou', 'valores', 'preto', 'brilhar', 'se', 'wantuir', 'dar', 'força', 'branco', 'mergulhar', 'lambida', 'retratar', 'nossa', 'tela', 'natureza', 'dá', 'lente', 'em', 'tijuca', 'sorria', 'core', 'da', 'formas', 'vem', 'mãe', 'com', 'hoje', 'poder', 'imagem', 'falta', 'pura', 'histórias', 'vou', 'fez', 'nesta', 'beleza', 'musa', 'pincel', 'traz', 'sou', 'digital', 'ganhei', 'tom', 'triste', 'ilusão', 'glamour', 'eu', 'um', 'unida']"
61,"['used', 'graf', 'go', 'sheet', 'yeah', 'oh', 'gone', 'honey', 'ghost', 'find', 'two', 'friend', 'alive', 'snake', 'im', 'strange', 'without', 'place', 'cloak', '2014', 'rattlin', 'one', 'hour', 'get', 'ball', 'make', 'came', 'ooo0o0oo0oo0o', 'shakey', 'cept', 'mumble', 'know', 'lonesome', 'seem', 'name', 'door', 'didnt', 'esme', 'tell', 'couldnt', 'even', 'chain', 'bed', 'dead', 'got', 'moan', 'airrrr', 'dearly', 'fake', 'around', 'choke', 'call', 'slammin', 'crystal', 'mistake', 'bite', 'screamin', 'ill', 'easy', 'cause', 'still', 'scare', 'back', 'take', 'hide', 'home', 'mmm', 'warm', 'fang', 'sxsw', 'walk', 'patterson', 'feelin', 'dont', 'catacomb', 'grown', 'well', 'aint', 'live', 'scary', 'spotify', 'haunted', 'departed', 'midnight', 'sun', 'baby', 'dagger', 'feat', 'catch', 'hear', 'house', 'whats']"
62,"['féérie', 'belle', 'délicieusement', 'chante', 'damour', 'charmant', 'charpentier', 'semble', 'rêver', 'toute', 'tout', 'ton', 'nétait', 'lâme', 'baiser', 'heureuse', 'joie', 'grisée', 'ah', 'un', 'réjouit', 'autour', 'du', 'cœur', 'je', 'depuis', 'est', 'tremble', 'encore', 'rêve', 'sou', 'étend', 'ciel', 'mon', 'se', 'donnée', 'triomphe', 'pa', 's', 'ailes', 'premier', 'vie', 'lamour', 'lumiére', 'trop', 'fleurie', 'sur', 'vibre', 'suis', 'souvenir', 'gustave', 'jardin', 'crois', 'une', 'de', 'nouvelle', 'et', 'moi', 'sourire', 'où', 'destinée', 'le', 'quelle', 'au', 'jour']"
63,"['und', 'nicht', 'verlassen', 'sarastro', 'herzen', 'durch', 'auf', 'mutter', 'amadeus', 'meinem', 'natur', 'nimmermehr', 'bist', 'schwur', 'hört', 'todesschmerzen', 'rachegötter', 'tochter', 'verstoßen', 'mozart', 'du', 'dich', 'wenn', 'kocht', 'verzweiflung', 'tod', 'alle', 'wolfgang', 'flammet', 'zertrümmert', 'bande', 'wird', 'rache', 'fühlt', 'sein', 'ewig', 'sei', 'mich', 'meine', 'der', 'um', 'erblassen', 'hölle']"
64,"['e', 'forme', 'belle', 'sempre', 'ed', 'il', 'muoio', 'fra', 'disciogliea', 'la', 'svanì', 'amato', 'dolci', 'luciano', 'mio', 'luscio', 'le', 'dai', 'fuggita', 'rena', 'damore', 'oh', 'sogno', 'un', 'veli', 'passo', 'carezze', 'mentrio', 'non', 'ella', 'per', 'dellorto', 'olezzava', 'braccia', 'disperato', 'è', 'ho', 'tanto', 'mi', 'fragrante', 'terra', 'fremente', 'pavarotti', 'stelle', 'languide', 'stridea', 'mai', 'baci', 'vita', 'lora', 'sfiorava', 'cadea', 'entrava', 'lucevan']"
65,"['e', 'babe', 'let', 'ride', 'lang', 'call', 'lord', 'good', 'smokin', 'aint', 'honey', 'drink', 'austin', 'easy', 'come', 'know', 'take', 'light', 'home', 'baby', 'long', 'jonny', 'train', 'ridin', 'solo', 'shine', 'youll', 'last']"
66,"['forget', 'tried', 'like', 'mind', 'answer', 'help', 'block', 'big', 'tie', 'cloud', 'endless', 'naive', 'jacob', 'heavy', 'loose', 'shield', 'itd', 'lp', 'im', 'line', 'every', 'light', 'question', 'rare', 'watch', 'another', 'bound', 'song', 'loan', 'built', 'yet', 'either', 'shut', 'marxism', 'analogy', 'bank', 'must', 'revolution', 'eye', 'marley', 'purse', 'man', 'know', 'lonesome', 'lonely', 'keep', 'wrought', 'bomb', 'blinded', 'onsind', 'fool', 'chain', 'dead', 'clear', 'steel', 'spun', 'ever', 'look', 'died', 'clarify', 'mine', 'sky', 'swathed', 'found', 'riot', 'looking', 'second', 'royal', 'rich', 'dickensian', 'moment', 'come', 'police', 'lesson', 'simple', 'take', 'nothing', 'u', 'shine', 'advice', 'belong', 'wish', 'fight', 'let', 'captive', 'he', 'feel', 'cash', 'missing', 'prole', 'scary', 'student', 'blow', 'enjoy', 'brain', 'box', 'link', 'sun', 'id', 'learning', 'weary', 'away', 'train', 'ive', 'stopped', 'shade', 'melancholia', 'dragging']"
67,"['side', 'جنين', 'في', 'بيظل', 'شو', 'shadia', 'tie', 'kuffiyeh', 'شرفونا', 'flag', 'solidarity', 'yeah', 'pavement', 'انضيفكم', 'mansour', 'إلى', 'fashion', 'الحطة', 'scarf', 'الأرض', 'شادية', 'تاريخنا', 'غلطتن', 'سجل', 'الحياه', 'مين', 'أبوهم', 'اتكونوا', 'و', 'إلنا', 'حيفا', 'هويتي', 'واين', 'بظلني', 'زمان', 'resistance', 'يلبسوها', 'finger', 'الشرق', 'عربي', 'كوفية', 'عمومنا', 'fuck', 'el', 'أي', 'rhamalla', 'علي', 'هنش', 'حرف', 'وجودنا', 'youre', 'فلسطينية', 'لبست', 'نشوف', 'هز', 'meem', 'جينا', 'بنستقبلهن', 'الحضارة', 'movement', 'شفت', 'make', 'الأساسية', 'هيك', 'الشاهد', 'إلهن', 'قلدونا', 'بشر', 'ya', 'إياه', 'الشقتين', 'لا', 'فرجونا', 'arabeyye', 'ياله', 'الغرب', 'بين', 'arabic', 'يغز', 'دم', 'اتأملوا', 'فقير', 'statement', 'feelins', 'thats', 'know', 'propalestinian', 'شلحتوني', 'say', 'm1', 'جبل', 'symbolism', 'head', 'اتعقدوا', 'keep', 'الشام', 'ما', 'ولا', 'إتفننوا', 'think', 'كيف', 'أنا', 'إتربيت', 'طمعانين', 'مهما', 'رام', 'كلشي', 'بخيل', 'الله', 'مثل', 'الصورة', 'إحنا', 'العرب', 'زلزالي', 'بدن', 'حطتنا', 'انعليها', 'وطنية', 'الكوفية', 'باعتقد', 'البيضة', 'dead', 'خليني', 'bonita', 'علوها', 'بتحبوا', 'إداركوا', 'thing', 'الفلسطيني', 'إلبسنا', 'see', 'around', 'أولاد', 'غصبا', 'مؤثرة', 'ride', 'مسؤوليتي', 'justice', 'qué', 'إعرفوا', 'القدس', 'علولي', 'bandera', 'دموع', 'تراثنا', 'spanish', 'قدس', 'الغطيان', 'غيروا', 'إياها', 'الخير', 'yall', 'أكثر', 'السودة', 'بيكفي', 'cause', 'واضحة', 'still', 'البسنا', 'كموضة', 'terrorist', 'عربية', 'mutual', 'zionist', 'هويتنا', 'بي', 'عأصولي', 'صاروا', 'كلماتي', 'كلاب', 'قبل', 'منصور', 'im', 'mutulu', 'bang', 'hayfa', 'wave', 'rbgd', 'beautiful', 'gaza', 'dont', 'الحمرة', 'rag', 'let', 'coincidence', 'olugbala', 'مخلقت', 'kofeyye', 'سيدي', 'rbg', 'أمة', 'لما', 'نسكتلن', 'feel', 'العربي', 'prez', 'نسمحلن', 'هالكوفية', 'كرامتنا', 'disgustedly', 'aint', 'ghetto', 'صباح', 'عأرض', 'غز', 'الشعب', 'bandanna', 'يوم', 'trend', 'ملبستوني', 'النار', 'give', 'فيه', 'spit', 'عيونا', 'حصن', 'بلاد', 'على', 'لإنا', 'heart', 'basic', 'بلونا', 'بالدنيا', 'air', 'rep', 'تفضلوا', 'لابقلي', 'لبس', 'عن', 'يا', 'لفوق', 'feat', 'middle', 'مش', 'ثقافتنا', 'يسرقوا', 'ها', 'انزكرن', 'هي', 'تلبسوا', 'باللبس', 'بعد', 'راح', 'شغلة', 'فيها', 'من', 'مهد', 'بالسما', 'لساني', 'wahad', 'catch', 'الثوب']"
68,"['popos', 'wont', 'shotgun', 'tried', 'mind', 'oops', 'wid', 'guage', 'walking', 'told', 'eternal', 'less', 'roll', 'daylight', 'go', 'runnin', 'chase', 'fall', 'khaki', 'hang', 'bullet', 'yeah', 'five', 'little', 'glock', 'gone', 'pick', 'steal', 'eruption', 'fell', 'dumpin', 'bud', 'killas', 'playin', 'outta', 'loose', 'claire', 'sprayed', 'year', 'commit', 'thinkin', 'put', 'im', 'slang', 'money', 'thang', 'pop', 'clan', 'thugsnharmony', 'assassin', 'heartless', 'chest', 'straight', 'till', 'lie', 'land', 'fuck', 'dome', 'swing', 'four', 'done', 'remain', 'really', 'stalking', 'duckin', 'befo', 'eternally', 'distributing', 'thuggest', 'buckin', 'ninety', 'one', 'point', 'get', 'ta', 'test', 'collectin', 'boot', 'came', 'pullin', 'muthafuckas', 'maintain', 'bank', 'keepin', 'mo', 'packed', 'layzie', 'must', 'na', 'scared', 'suit', 'buckshot', 'finna', 'dunn', 'stay', 'luvs', 'crazy', 'fusion', 'thats', 'drink', 'ctown', 'return', 'mentality', 'nigga', 'follow', 'lay', 'buck', '12guage', 'keep', 'lose', 'posse', 'think', 'darkside', 'comin', 'cut', '65', 'run', 'start', 'never', 'could', 'str8', 'fool', 'high', 'blazin', 'clip', 'smoke', 'underground', 'jumped', 'chain', 'got', 'e', 'yo', 'whenna', 'grain', 'died', 'droppin', 'beat', 'ride', 'broad', 'mine', 'nine', 'drop', 'execution', 'hustla', 'givin', 'ready', 'screamin', 'number', 'day', 'fence', 'stop', 'muthafuckin', 'escape', 'rest', 'come', 'poetic', 'police', 'claim', 'talkin', 'back', 'take', '95th', 'thought', 'city', 'wan', 'flossed', 'beware', 'causing', 'hollow', 'shit', 'nuthin', 'weed', 'nothing', 'peep', 'game', 'prosecution', 'pap', 'time', 'many', 'jump', 'em', 'pump', 'swang', 'quick', 'way', 'fuckin', 'bendin', 'bang', 'gun', '1999', 'anyone', 'dont', 'let', 'daily', 'llelo', 'grave', 'coffin', 'well', 'feel', 'darkness', 'he', 'everyday', 'tight', 'looooose', 'burnin', 'true', 'deal', 'aint', 'rollin', 'tryna', 'need', 'town', 'blastin', 'bone', 'widda', 'hydro', 'body', 'dare', 'realer', 'serve', 'gang', 'funny', 'murda', 'betta', 'gon', 'double', 'strap', 'cleveland', 'crept', 'talking', 'east', 'check', 'coming', 'troop', 'away', 'fucked', 'slug', 'popo', 'ya', 'tec', 'catch', 'loot', 'shoot', 'snub', 'brew', 'hit', 'whats', 'ah', 'thug']"
